milk_id,scenario,timestamp,hour_of_day,day_of_week,is_weekend,storage_hours,storage_phase,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,temp_last_1h,temp_last_3h,temp_last_6h,temp_volatility,time_above_6c_hours,time_above_8c_hours,time_in_danger_zone_pct,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,degradation_rate_per_hour,remaining_shelf_life_hours,is_safe,safety_label
MILK_12588,ideal_cold,2026-05-22T17:00:00,17,4,0,394,late,4.14,4.0,2.69,5.16,0.42,4.14,4.19,4.0,0.4179,0,0,0.0,0,0,1581.65,0.0669,1.004,0.0,1,SAFE
MILK_12589,severe_abuse,2026-03-27T05:00:00,5,4,0,376,late,13.95,14.12,6.24,24.2,2.51,13.95,13.56,12.91,2.1878,377,370,98.4,8,91,5324.85,1.0684,3.1678,0.0,0,UNSAFE
MILK_12590,short_excursion,2026-06-07T01:00:00,1,6,1,232,late,5.88,4.24,2.78,19.24,1.85,5.88,4.84,4.26,0.7946,5,5,2.16,1,5,988.01,0.5488,1.0658,88.74,1,SAFE
MILK_12591,good_cold,2026-07-01T06:00:00,6,2,0,119,mid,5.33,4.5,0.5,7.88,1.31,5.33,4.32,4.45,0.9828,13,0,0.0,0,0,540.31,0.0836,1.0765,207.89,1,SAFE
MILK_12592,ideal_cold,2026-05-05T15:00:00,15,1,0,286,late,3.65,4.01,2.82,5.03,0.41,3.65,4.13,4.0,0.3036,0,0,0.0,0,0,1151.35,0.0308,1.0058,48.35,1,SAFE
MILK_12593,ideal_cold,2026-03-26T19:00:00,19,3,0,39,fresh,3.99,3.85,2.96,4.46,0.3,3.99,3.95,4.01,0.2409,0,0,0.0,0,0,154.17,-0.1046,1.0099,296.61,1,SAFE
MILK_12594,long_excursion,2026-06-07T02:00:00,2,6,1,266,late,4.59,4.9,2.73,22.16,3.44,4.59,4.59,4.25,0.3726,19,19,7.14,1,19,1308.47,0.1477,1.2419,5.65,1,SAFE
MILK_12595,ideal_cold,2026-05-01T04:00:00,4,4,0,209,mid,3.53,4.01,2.61,5.11,0.42,3.53,3.92,3.94,0.3738,0,0,0.0,0,0,842.91,-0.1865,1.0074,125.46,1,SAFE
MILK_12596,good_cold,2026-05-24T12:00:00,12,6,1,54,fresh,4.3,4.25,1.46,6.39,0.99,4.3,4.12,4.31,0.9331,3,0,0.0,0,0,233.59,-0.3072,1.0528,279.15,1,SAFE
MILK_12597,short_excursion,2026-05-29T05:00:00,5,4,0,236,late,3.52,4.3,2.86,16.93,1.89,3.52,4.12,4.25,0.3805,8,8,3.39,1,8,1019.05,-0.1306,1.0705,83.36,1,SAFE
MILK_12598,good_cold,2026-02-03T14:00:00,14,1,0,236,late,6.25,4.54,0.5,7.54,1.25,6.25,4.77,4.98,1.545,29,0,0.0,0,0,1074.97,0.4227,1.0752,82.25,1,SAFE
MILK_12599,short_excursion,2026-05-31T08:00:00,8,6,1,280,late,3.16,4.1,2.64,15.1,1.27,3.16,4.04,3.86,0.5059,4,4,1.43,1,4,1151.12,-0.0344,1.0282,48.11,1,SAFE
MILK_12600,variable_chain,2026-03-10T14:00:00,14,1,0,150,mid,1.29,5.25,0.5,11.75,2.43,1.29,4.47,4.86,1.9897,56,21,14.0,18,3,792.02,-0.8115,1.1971,156.43,1,SAFE
MILK_12601,long_excursion,2026-01-20T18:00:00,18,1,0,191,late,4.03,5.13,2.87,24.32,3.98,4.03,4.0,4.02,0.3473,15,15,7.85,1,15,985.64,0.0219,1.3292,82.12,1,SAFE
MILK_12602,short_excursion,2026-06-15T11:00:00,11,0,0,173,mid,4.34,4.44,2.91,18.24,2.01,4.34,4.72,4.34,0.6094,7,7,4.05,1,7,773.14,0.0364,1.0942,146.71,1,SAFE
MILK_12603,good_cold,2026-02-19T19:00:00,19,3,0,212,mid,3.61,4.55,0.73,8.39,1.25,3.61,4.68,5.0,0.847,27,1,0.47,1,1,968.86,-0.4132,1.0772,107.64,1,SAFE
MILK_12604,good_cold,2026-01-22T11:00:00,11,3,0,175,mid,3.73,4.44,1.05,7.7,1.2,3.73,3.65,4.21,0.876,15,0,0.0,0,0,781.56,-0.3945,1.0648,149.65,1,SAFE
MILK_12605,long_excursion,2026-01-18T04:00:00,4,6,1,132,mid,3.8,5.95,2.84,23.02,4.89,3.8,4.33,4.15,0.8409,18,18,13.64,1,18,791.42,-0.0301,1.5435,132.26,1,SAFE
MILK_12606,good_cold,2026-07-05T12:00:00,12,6,1,312,late,3.35,4.41,1.47,7.85,1.22,3.35,4.01,4.6,1.3598,32,0,0.0,0,0,1380.17,-0.7677,1.059,5.6,1,SAFE
MILK_12607,short_excursion,2026-04-18T04:00:00,4,5,1,153,mid,4.72,4.55,2.72,17.93,2.42,4.72,4.5,4.4,0.5577,8,8,5.23,1,8,700.24,-0.105,1.1255,163.79,1,SAFE
MILK_12608,chronic_mild_abuse,2026-03-04T10:00:00,10,2,0,145,mid,8.55,7.09,4.76,9.03,0.82,8.55,8.01,7.22,0.9078,133,17,11.72,17,1,1035.8,0.6533,1.4204,130.04,0,UNSAFE
MILK_12609,good_cold,2026-04-07T16:00:00,16,1,0,128,mid,3.46,4.45,1.7,6.83,1.09,3.46,4.41,4.41,1.1979,6,0,0.0,0,0,573.43,0.086,1.0659,199.57,1,SAFE
MILK_12610,moderate_abuse,2026-04-26T11:00:00,11,6,1,280,late,8.01,9.95,5.78,13.65,1.48,8.01,8.46,9.2,1.0353,280,250,89.29,31,28,2796.06,-0.654,1.9548,0.0,0,UNSAFE
MILK_12611,short_excursion,2026-02-22T13:00:00,13,6,1,178,mid,3.59,4.26,2.88,17.85,1.87,3.59,3.84,3.95,0.3906,4,4,2.25,1,4,761.78,-0.0763,1.069,145.72,1,SAFE
MILK_12612,ideal_cold,2026-04-17T13:00:00,13,4,0,361,late,4.09,3.98,2.96,5.49,0.45,4.09,4.1,4.02,0.2949,0,0,0.0,0,0,1440.49,0.1521,1.0017,0.0,1,SAFE
MILK_12613,good_cold,2026-03-03T18:00:00,18,1,0,26,fresh,2.33,4.46,2.33,7.21,1.07,2.33,3.22,4.02,1.3262,2,0,0.0,0,0,120.32,-0.9706,1.0995,307.41,1,SAFE
MILK_12614,chronic_mild_abuse,2026-01-27T01:00:00,1,1,0,241,late,6.03,7.06,5.34,9.16,0.71,6.03,6.58,6.94,0.7062,223,28,11.62,26,2,1708.05,-0.3633,1.4094,0.0,0,UNSAFE
MILK_12615,long_excursion,2026-05-31T13:00:00,13,6,1,276,late,3.49,4.66,2.83,23.74,3.27,3.49,4.04,4.28,0.5093,12,12,4.35,1,12,1289.59,-0.1841,1.2108,1.81,1,SAFE
MILK_12616,short_excursion,2026-04-25T19:00:00,19,5,1,168,mid,4.08,4.32,2.56,17.04,2.05,4.08,3.63,3.81,0.3195,5,5,2.98,1,5,730.63,-0.0204,1.0833,154.0,1,SAFE
MILK_12617,chronic_mild_abuse,2026-01-10T21:00:00,21,5,1,228,late,6.28,7.05,4.99,8.77,0.73,6.28,6.75,6.75,1.0678,213,25,10.96,24,2,1615.42,-0.2258,1.4094,14.65,0,UNSAFE
MILK_12618,short_excursion,2026-01-29T04:00:00,4,3,0,310,late,4.41,4.19,2.7,17.61,1.53,4.41,3.76,3.84,0.3814,6,6,1.94,1,6,1302.35,0.0214,1.0458,11.8,1,SAFE
MILK_12619,good_cold,2026-04-29T06:00:00,6,2,0,142,mid,3.1,4.48,1.86,6.9,1.13,3.1,4.09,4.45,0.7515,15,0,0.0,0,0,640.03,-0.4011,1.0692,184.17,1,SAFE
MILK_12620,ideal_cold,2026-05-02T04:00:00,4,5,1,245,late,4.09,3.99,2.79,4.81,0.37,4.09,4.35,4.27,0.2409,0,0,0.0,0,0,980.8,0.0495,1.0035,90.15,1,SAFE
MILK_12621,chronic_mild_abuse,2026-02-14T17:00:00,17,5,1,308,late,6.03,7.12,5.1,9.08,0.78,6.03,6.85,6.74,0.9401,284,39,12.66,35,2,2199.57,-0.0992,1.4183,0.0,0,UNSAFE
MILK_12622,severe_abuse,2026-02-06T18:00:00,18,4,0,389,late,12.62,14.2,7.48,22.28,2.5,12.62,14.8,15.66,2.21,390,389,100.0,2,370,5536.35,-0.6035,3.1941,0.0,0,UNSAFE
MILK_12623,chronic_mild_abuse,2026-02-19T08:00:00,8,3,0,51,fresh,5.5,6.9,4.97,8.9,1.02,5.5,6.35,6.37,1.2274,41,7,13.73,7,1,358.99,-0.2675,1.4115,264.01,1,SAFE
MILK_12624,short_excursion,2026-03-30T22:00:00,22,0,0,69,fresh,3.62,5.49,2.78,18.68,3.75,3.62,3.67,4.0,0.3843,9,9,13.04,1,9,384.0,-0.2779,1.342,243.4,1,SAFE
MILK_12625,short_excursion,2026-06-13T19:00:00,19,5,1,382,late,3.02,4.15,2.7,18.03,1.46,3.02,3.77,3.54,0.5779,6,6,1.57,1,6,1588.07,0.1073,1.0392,0.0,1,SAFE
MILK_12626,ideal_cold,2026-04-07T19:00:00,19,1,0,170,mid,4.01,3.98,2.98,5.17,0.4,4.01,4.21,4.08,0.2395,0,0,0.0,0,0,680.36,0.0674,1.0045,165.23,1,SAFE
MILK_12627,ideal_cold,2026-05-19T01:00:00,1,1,0,219,mid,3.93,3.98,2.81,4.87,0.37,3.93,3.61,3.88,0.354,0,0,0.0,0,0,874.96,-0.0859,1.0029,116.37,1,SAFE
MILK_12628,good_cold,2026-02-03T05:00:00,5,1,0,369,late,5.45,4.54,0.5,7.98,1.25,5.45,4.09,4.73,1.3226,35,0,0.0,0,0,1679.76,-0.3435,1.0739,0.0,0,UNSAFE
MILK_12629,ideal_cold,2026-06-25T11:00:00,11,3,0,298,late,3.62,4.05,3.0,5.29,0.4,3.62,3.8,4.12,0.4873,0,0,0.0,0,0,1211.7,-0.1285,1.0102,34.97,1,SAFE
MILK_12630,short_excursion,2026-03-20T10:00:00,10,4,0,31,fresh,3.59,5.55,2.73,16.58,4.03,3.59,3.85,3.95,0.2103,5,5,16.13,1,5,177.65,-0.1409,1.3916,292.86,1,SAFE
MILK_12631,ideal_cold,2026-03-11T12:00:00,12,2,0,318,late,3.76,3.99,2.66,5.05,0.38,3.76,3.76,3.77,0.2788,0,0,0.0,0,0,1273.42,0.0882,1.0031,17.01,1,SAFE
MILK_12632,chronic_mild_abuse,2026-04-11T04:00:00,4,5,1,120,mid,8.21,6.95,4.52,9.09,0.77,8.21,6.88,7.06,0.7897,109,10,8.33,10,1,840.49,0.1494,1.3987,168.15,0,UNSAFE
MILK_12633,ideal_cold,2026-04-29T22:00:00,22,2,0,288,late,4.26,3.97,2.95,4.95,0.39,4.26,4.13,3.9,0.3738,0,0,0.0,0,0,1148.64,0.2187,1.0016,47.54,1,SAFE
MILK_12634,short_excursion,2026-07-05T04:00:00,4,6,1,376,late,3.84,4.07,2.6,18.21,1.19,3.84,4.04,4.22,0.3386,3,3,0.8,1,3,1534.65,-0.0593,1.0238,0.0,1,SAFE
MILK_12635,ideal_cold,2026-05-17T14:00:00,14,6,1,124,mid,4.22,3.96,2.61,4.86,0.38,4.22,4.42,4.09,0.3673,0,0,0.0,0,0,495.55,0.1726,1.005,211.38,1,SAFE
MILK_12636,good_cold,2026-01-08T03:00:00,3,3,0,171,mid,6.81,4.56,0.5,7.41,1.16,6.81,6.1,5.47,1.0731,17,0,0.0,0,0,785.12,0.5904,1.0789,151.51,1,SAFE
MILK_12637,good_cold,2026-06-04T09:00:00,9,3,0,95,mid,4.61,4.58,2.42,8.11,1.32,4.61,4.78,4.3,0.8075,13,1,1.05,1,1,439.25,0.0637,1.0881,232.63,1,SAFE
MILK_12638,good_cold,2026-03-02T08:00:00,8,0,0,256,late,3.96,4.52,1.87,7.03,1.01,3.96,4.51,4.22,0.9512,19,0,0.0,0,0,1162.25,0.0499,1.0698,62.14,1,SAFE
MILK_12639,good_cold,2026-01-28T15:00:00,15,2,0,15,fresh,4.67,4.45,2.46,5.71,1.02,4.67,3.95,3.94,1.1455,0,0,0.0,0,0,71.12,-0.2935,1.127,319.09,1,SAFE
MILK_12640,short_excursion,2026-02-19T06:00:00,6,3,0,45,fresh,3.38,5.99,3.23,15.05,3.9,3.38,3.56,3.79,0.377,9,9,20.0,1,9,275.53,-0.1797,1.4227,271.98,1,SAFE
MILK_12641,ideal_cold,2026-02-05T01:00:00,1,3,0,248,late,4.7,4.02,3.26,5.17,0.38,4.7,4.18,4.11,0.3629,0,0,0.0,0,0,1001.05,0.1731,1.0072,86.22,1,SAFE
MILK_12642,ideal_cold,2026-04-09T02:00:00,2,3,0,57,fresh,3.9,3.97,3.09,4.85,0.39,3.9,4.11,4.1,0.4076,0,0,0.0,0,0,230.09,-0.0579,1.0148,278.16,1,SAFE
MILK_12643,short_excursion,2026-04-11T13:00:00,13,5,1,38,fresh,3.86,6.12,3.13,15.94,4.33,3.86,3.71,5.79,4.1572,8,8,21.05,1,8,238.63,-0.0857,1.4872,279.49,1,SAFE
MILK_12644,good_cold,2026-06-05T17:00:00,17,4,0,56,fresh,4.0,4.74,2.4,6.85,1.16,4.0,4.56,4.5,1.1172,11,0,0.0,0,0,270.24,0.2307,1.1131,273.67,1,SAFE
MILK_12645,good_cold,2026-06-09T03:00:00,3,1,0,321,late,4.24,4.42,1.1,7.43,1.26,4.24,5.54,5.46,0.9141,36,0,0.0,0,0,1423.04,0.026,1.0605,0.0,1,SAFE
MILK_12646,long_excursion,2026-02-21T09:00:00,9,5,1,69,mid,3.77,7.71,2.89,23.27,6.19,3.77,3.77,8.05,6.2125,19,19,27.54,1,19,539.59,-2.9892,2.023,196.41,1,SAFE
MILK_12647,chronic_mild_abuse,2026-01-18T20:00:00,20,6,1,201,late,7.57,6.98,4.45,10.42,0.83,7.57,7.14,6.95,0.6689,182,20,9.95,19,2,1410.02,0.187,1.4002,54.56,0,UNSAFE
MILK_12648,ideal_cold,2026-02-08T08:00:00,8,6,1,182,mid,4.13,4.03,3.06,4.98,0.4,4.13,3.99,3.92,0.3315,0,0,0.0,0,0,737.75,0.0085,1.01,152.18,1,SAFE
MILK_12649,chronic_mild_abuse,2026-06-24T09:00:00,9,2,0,58,fresh,9.25,6.93,4.95,9.25,0.9,9.25,7.35,6.86,1.1642,49,8,13.79,7,2,408.76,0.6942,1.4101,254.21,0,UNSAFE
MILK_12650,good_cold,2026-03-11T19:00:00,19,2,0,313,late,5.23,4.5,0.97,9.01,1.24,5.23,4.27,4.38,0.6639,38,1,0.32,1,1,1413.61,0.0684,1.07,1.09,0,UNSAFE
MILK_12651,good_cold,2026-05-26T18:00:00,18,1,0,220,late,5.05,4.59,1.62,8.13,1.25,5.05,4.37,4.54,1.6513,32,1,0.45,1,1,1014.34,0.1162,1.082,97.96,1,SAFE
MILK_12652,long_excursion,2026-05-11T16:00:00,16,0,0,51,mid,4.73,9.53,3.46,23.02,6.86,4.73,4.35,4.09,0.3969,21,21,41.18,1,21,495.74,0.2874,2.5293,207.01,1,SAFE
MILK_12653,chronic_mild_abuse,2026-01-31T13:00:00,13,5,1,262,late,7.11,7.05,4.81,9.38,0.79,7.11,7.58,7.63,0.4928,236,30,11.45,26,3,1855.17,0.0048,1.4093,0.0,0,UNSAFE
MILK_12654,long_excursion,2026-05-18T13:00:00,13,0,0,13,fresh,17.17,17.88,3.89,23.3,4.88,17.17,17.6,19.81,2.6304,13,13,100.0,1,13,250.36,-1.3185,5.5368,264.02,0,UNSAFE
MILK_12655,moderate_abuse,2026-02-21T05:00:00,5,5,1,322,late,10.43,9.95,6.38,14.38,1.47,10.43,9.87,9.41,1.1493,323,292,90.68,28,44,3213.78,0.6091,1.954,0.0,0,UNSAFE
MILK_12656,moderate_abuse,2026-02-16T11:00:00,11,0,0,114,mid,12.52,9.9,6.8,13.56,1.5,12.52,10.89,9.77,1.7809,115,101,88.6,13,22,1138.91,0.8469,1.9556,113.06,0,UNSAFE
MILK_12657,short_excursion,2026-04-19T16:00:00,16,6,1,376,late,3.98,4.15,2.6,18.51,1.44,3.98,3.74,3.97,0.6256,6,6,1.6,1,6,1566.02,-0.279,1.0389,0.0,1,SAFE
MILK_12658,short_excursion,2026-06-06T02:00:00,2,5,1,61,fresh,3.48,4.63,3.08,18.51,2.71,3.48,4.13,4.03,0.5238,3,3,4.92,1,3,287.17,-0.1861,1.1676,264.78,1,SAFE
MILK_12659,chronic_mild_abuse,2026-03-11T06:00:00,6,2,0,312,late,7.21,6.97,4.11,9.65,0.84,7.21,6.47,6.0,0.6447,273,35,11.22,29,4,2182.43,0.443,1.3966,0.0,0,UNSAFE
MILK_12660,chronic_mild_abuse,2026-01-23T15:00:00,15,4,0,81,mid,6.47,6.92,4.67,9.11,0.91,6.47,6.12,6.59,0.5329,70,12,14.81,9,2,567.73,-0.2812,1.4028,222.38,1,SAFE
MILK_12661,variable_chain,2026-06-03T20:00:00,20,2,0,153,mid,5.76,5.33,0.5,12.8,2.56,5.76,5.76,5.14,1.6469,63,20,13.07,20,1,820.77,-0.0291,1.2123,150.51,1,SAFE
MILK_12662,short_excursion,2026-02-07T22:00:00,22,5,1,93,mid,4.3,4.81,2.2,17.89,3.04,4.3,4.22,4.02,0.3791,7,7,7.53,1,7,452.5,0.0234,1.1991,224.48,1,SAFE
MILK_12663,good_cold,2026-06-21T08:00:00,8,6,1,31,fresh,4.65,4.88,2.32,7.44,1.19,4.65,4.67,4.97,1.1866,6,0,0.0,0,0,156.2,0.1198,1.1469,300.45,1,SAFE
MILK_12664,chronic_mild_abuse,2026-05-08T20:00:00,20,4,0,119,mid,8.21,6.93,5.27,8.97,0.83,8.21,6.86,7.12,0.7937,102,12,10.08,10,2,831.27,-0.0086,1.3968,169.79,0,UNSAFE
MILK_12665,chronic_mild_abuse,2026-05-03T14:00:00,14,6,1,47,fresh,7.26,7.12,5.34,9.09,0.84,7.26,7.24,7.01,0.5334,43,6,12.77,6,1,341.94,0.2818,1.4455,268.06,1,SAFE
MILK_12666,chronic_mild_abuse,2026-05-22T20:00:00,20,4,0,195,late,6.94,6.95,5.05,9.18,0.87,6.94,6.69,6.97,0.6997,166,23,11.79,21,3,1361.34,-0.2966,1.3955,63.87,0,UNSAFE
MILK_12667,variable_chain,2026-04-17T00:00:00,0,4,0,188,mid,3.2,5.54,0.5,12.83,2.51,3.2,5.01,5.55,1.4854,78,34,18.09,30,2,1048.0,-0.7762,1.2376,103.32,1,SAFE
MILK_12668,chronic_mild_abuse,2026-05-11T00:00:00,0,0,0,376,late,6.04,7.01,5.11,9.26,0.82,6.04,5.97,6.87,1.2198,331,44,11.7,41,2,2644.09,-0.7544,1.4019,0.0,0,UNSAFE
MILK_12669,chronic_mild_abuse,2026-01-14T10:00:00,10,2,0,286,late,7.01,7.06,4.83,9.05,0.77,7.01,6.36,6.62,0.7107,261,31,10.84,24,4,2024.95,-0.0979,1.4088,0.0,0,UNSAFE
MILK_12670,long_excursion,2026-02-06T00:00:00,0,4,0,214,late,3.89,5.17,2.29,22.07,3.84,3.89,3.85,3.7,0.3019,20,20,9.35,1,20,1111.11,0.0372,1.3101,55.64,1,SAFE
MILK_12671,chronic_mild_abuse,2026-02-13T05:00:00,5,4,0,222,late,6.63,7.08,4.54,9.49,0.84,6.63,7.0,7.15,0.4608,207,30,13.51,27,2,1579.2,-0.1692,1.4152,21.83,0,UNSAFE
MILK_12672,ideal_cold,2026-06-17T09:00:00,9,2,0,26,fresh,4.22,4.02,2.97,4.63,0.4,4.22,4.31,4.2,0.4146,0,0,0.0,0,0,108.58,0.1223,1.0419,308.91,1,SAFE
MILK_12673,severe_abuse,2026-04-12T10:00:00,10,6,1,40,mid,13.72,13.8,8.88,19.24,2.33,13.72,14.42,14.16,0.9739,41,41,102.5,1,41,565.99,-0.044,3.1125,211.5,0,UNSAFE
MILK_12674,ideal_cold,2026-01-27T20:00:00,20,1,0,199,mid,4.63,3.96,2.81,5.09,0.44,4.63,4.17,4.25,0.4889,0,0,0.0,0,0,792.57,-0.0505,1.0021,136.58,1,SAFE
MILK_12675,ideal_cold,2026-05-14T01:00:00,1,3,0,172,mid,4.71,3.97,3.04,5.16,0.41,4.71,3.9,4.05,0.4645,0,0,0.0,0,0,687.52,-0.022,1.004,163.31,1,SAFE
MILK_12676,chronic_mild_abuse,2026-02-15T12:00:00,12,6,1,57,fresh,7.41,6.87,5.11,8.49,0.74,7.41,7.08,7.18,0.3223,49,3,5.26,3,1,398.53,0.0263,1.3995,256.23,1,SAFE
MILK_12677,good_cold,2026-05-25T11:00:00,11,0,0,70,fresh,3.98,4.61,1.31,7.24,1.04,3.98,4.64,4.38,0.885,4,0,0.0,0,0,327.11,-0.0465,1.0913,259.61,1,SAFE
MILK_12678,good_cold,2026-06-15T12:00:00,12,0,0,34,fresh,2.39,4.27,2.36,7.72,1.26,2.39,3.37,3.72,0.9285,3,0,0.0,0,0,149.5,-0.1041,1.0711,299.58,1,SAFE
MILK_12679,ideal_cold,2026-02-02T02:00:00,2,0,0,287,late,3.89,3.96,2.92,5.07,0.41,3.89,4.02,4.05,0.5535,0,0,0.0,0,0,1141.15,0.0678,1.0003,48.9,1,SAFE
MILK_12680,ideal_cold,2026-02-18T12:00:00,12,2,0,351,late,4.85,4.03,2.74,5.18,0.39,4.85,4.23,3.96,0.5111,0,0,0.0,0,0,1418.38,0.2814,1.007,0.0,1,SAFE
MILK_12681,ideal_cold,2026-06-30T20:00:00,20,1,0,373,late,3.64,3.99,2.6,5.09,0.4,3.64,3.66,3.88,0.4035,0,0,0.0,0,0,1491.89,-0.1691,1.0025,0.0,1,SAFE
MILK_12682,severe_abuse,2026-06-22T16:00:00,16,0,0,357,late,13.96,13.74,6.5,21.05,2.45,13.96,15.07,14.8,1.8961,358,357,100.0,2,241,4917.92,-0.4207,3.0319,0.0,0,UNSAFE
MILK_12683,ideal_cold,2026-02-25T04:00:00,4,2,0,123,mid,4.26,3.97,2.76,5.46,0.47,4.26,4.18,3.98,0.2974,0,0,0.0,0,0,492.06,0.1119,1.006,212.27,1,SAFE
MILK_12684,variable_chain,2026-03-29T18:00:00,18,6,1,103,mid,5.39,5.31,0.5,11.31,2.38,5.39,6.81,5.3,2.5322,37,15,14.56,12,2,552.27,1.4115,1.2063,211.75,1,SAFE
MILK_12685,short_excursion,2026-05-24T11:00:00,11,6,1,308,late,4.69,4.27,2.64,17.68,1.65,4.69,4.24,4.23,0.4688,7,7,2.27,1,7,1320.39,-0.0047,1.0594,9.71,1,SAFE
MILK_12686,short_excursion,2026-04-21T20:00:00,20,1,0,40,fresh,4.67,5.08,3.37,15.12,2.9,4.67,4.27,4.59,0.5617,4,4,10.0,1,4,208.11,-0.1959,1.2337,286.65,1,SAFE
MILK_12687,good_cold,2026-06-25T21:00:00,21,3,0,155,mid,5.09,4.44,1.33,7.7,1.28,5.09,4.19,4.27,1.0241,18,0,0.0,0,0,692.45,0.1314,1.0666,170.68,1,SAFE
MILK_12688,ideal_cold,2026-05-04T22:00:00,22,0,0,317,late,4.8,4.02,2.64,5.1,0.39,4.8,4.34,4.08,0.3779,0,0,0.0,0,0,1277.78,0.1688,1.0061,17.07,1,SAFE
MILK_12689,long_excursion,2026-07-11T02:00:00,2,5,1,346,late,4.41,4.77,2.82,21.63,3.19,4.41,4.06,4.09,0.4542,20,20,5.78,1,20,1656.01,0.1008,1.2075,0.0,1,SAFE
MILK_12690,chronic_mild_abuse,2026-01-09T09:00:00,9,4,0,63,fresh,7.32,7.0,4.99,8.72,0.78,7.32,6.86,6.72,0.6335,59,4,6.35,4,1,447.94,0.0686,1.4175,246.7,1,SAFE
MILK_12691,good_cold,2026-04-26T06:00:00,6,6,1,370,late,2.98,4.46,1.4,8.13,1.17,2.98,4.46,4.15,1.3097,32,1,0.27,1,1,1653.54,-0.3881,1.0631,0.0,1,SAFE
MILK_12692,good_cold,2026-05-30T05:00:00,5,5,1,65,fresh,5.18,4.65,2.01,7.32,1.18,5.18,4.42,5.17,0.9895,10,0,0.0,0,0,307.06,-0.5157,1.1,264.5,1,SAFE
MILK_12693,ideal_cold,2026-01-25T11:00:00,11,6,1,290,late,3.69,4.06,3.17,5.03,0.37,3.69,4.11,4.07,0.2408,0,0,0.0,0,0,1180.16,-0.0127,1.0104,42.97,1,SAFE
MILK_12694,chronic_mild_abuse,2026-01-16T12:00:00,12,4,0,193,late,7.12,7.09,4.99,8.76,0.75,7.12,6.56,6.55,0.8818,181,19,9.84,18,2,1374.74,0.1209,1.4157,62.78,0,UNSAFE
MILK_12695,short_excursion,2026-01-26T23:00:00,23,0,0,93,mid,3.52,4.36,3.02,15.81,2.09,3.52,3.75,3.6,0.3981,4,4,4.3,1,4,410.06,0.159,1.0919,234.45,1,SAFE
MILK_12696,good_cold,2026-04-24T01:00:00,1,4,0,121,mid,5.37,4.56,1.25,7.18,1.2,5.37,4.33,4.8,1.3495,14,0,0.0,0,0,556.61,0.116,1.0817,205.12,1,SAFE
MILK_12697,severe_abuse,2026-02-12T23:00:00,23,3,0,275,late,13.11,13.9,6.16,20.71,2.51,13.11,14.36,14.11,1.1379,276,272,98.91,5,128,3835.44,-0.1951,3.0913,0.0,0,UNSAFE
MILK_12698,moderate_abuse,2026-02-03T04:00:00,4,1,0,150,late,7.06,10.09,6.25,15.82,1.61,7.06,9.25,9.2,1.6858,151,140,93.33,9,44,1523.13,-0.2221,1.9967,36.49,0,UNSAFE
MILK_12699,long_excursion,2026-01-16T15:00:00,15,4,0,295,late,3.69,4.6,2.66,22.5,2.98,3.69,4.21,4.1,0.7423,13,13,4.41,1,13,1362.94,-0.1315,1.1749,0.0,1,SAFE
MILK_12700,ideal_cold,2026-05-21T05:00:00,5,3,0,31,fresh,4.17,3.99,2.9,4.58,0.39,4.17,4.28,4.08,0.2932,0,0,0.0,0,0,127.66,0.1711,1.032,304.01,1,SAFE
MILK_12701,variable_chain,2026-06-29T19:00:00,19,0,0,48,fresh,7.74,5.58,0.86,10.3,2.53,7.74,6.6,6.12,2.3763,22,8,16.67,7,2,273.64,0.1718,1.2624,275.4,1,SAFE
MILK_12702,variable_chain,2026-02-07T09:00:00,9,5,1,265,late,4.95,5.65,0.5,12.79,2.48,4.95,5.4,5.43,0.8329,111,49,18.49,36,4,1501.85,-0.1371,1.249,5.03,1,SAFE
MILK_12703,long_excursion,2026-05-23T12:00:00,12,5,1,29,fresh,4.44,10.15,3.2,24.73,7.42,4.44,4.32,9.71,5.8299,13,13,44.83,1,13,304.51,-2.6022,2.8884,252.24,1,SAFE
MILK_12704,chronic_mild_abuse,2026-04-06T18:00:00,18,0,0,298,late,7.57,7.01,5.0,9.17,0.79,7.57,6.88,6.75,0.4753,265,31,10.4,26,3,2097.18,0.151,1.4025,0.0,0,UNSAFE
MILK_12705,good_cold,2026-05-31T20:00:00,20,6,1,153,mid,4.91,4.6,0.58,7.9,1.2,4.91,3.85,4.56,1.0783,17,0,0.0,0,0,709.09,-0.0584,1.085,169.99,1,SAFE
MILK_12706,short_excursion,2026-04-15T01:00:00,1,2,0,25,fresh,4.27,6.74,3.05,16.58,5.01,4.27,3.87,3.71,0.4649,7,7,28.0,1,7,175.26,0.1727,1.6779,294.05,1,SAFE
MILK_12707,good_cold,2026-01-20T15:00:00,15,1,0,266,late,4.91,4.55,1.05,8.11,1.23,4.91,4.24,4.33,1.1996,30,1,0.38,1,1,1214.03,0.1334,1.0756,49.89,1,SAFE
MILK_12708,severe_abuse,2026-06-30T19:00:00,19,1,0,77,late,13.85,13.92,8.22,19.45,2.09,13.85,14.61,14.4,0.5187,78,78,101.3,1,78,1085.85,-0.0173,3.0935,97.8,0,UNSAFE
