milk_id,timestamp,storage_hours,current_temperature_c,avg_temperature_c,min_temperature_c,max_temperature_c,temperature_std_c,time_above_6c_hours,time_above_8c_hours,num_temperature_excursions,longest_excursion_hours,cumulative_temperature_exposure,temperature_trend,remaining_shelf_life_hours,safety_status
MILK_22982,2026-08-30T07:00:00,87,23.77,23.47,19.32,25.62,1.45,65,18,2,6,2041.67,1.2803,0.0,UNSAFE
MILK_22983,2026-08-09T09:00:00,118,0.67,0.48,0.36,1.03,1.81,0,0,0,0,56.68,-1.3012,18.22,SAFE
MILK_22984,2026-08-25T07:00:00,2,2.43,2.89,2.2,3.35,2.14,0,0,0,0,5.78,-0.4292,105.62,SAFE
MILK_22985,2026-08-13T06:00:00,96,4.82,4.99,4.21,5.19,0.52,0,0,0,0,478.83,-0.4832,0.0,UNSAFE
MILK_22986,2026-08-29T06:00:00,134,5.58,5.64,4.39,5.91,1.18,0,0,0,0,755.24,-0.9311,0.0,UNSAFE
MILK_22987,2026-08-16T07:00:00,43,1.15,1.58,1.42,1.77,1.05,0,0,0,0,68.14,-0.2208,98.76,SAFE
MILK_22988,2026-08-30T17:00:00,1,4.21,4.29,2.51,5.0,0.51,0,0,0,0,4.29,-1.3859,74.9,CAUTION
MILK_22989,2026-08-02T05:00:00,147,4.5,4.4,2.69,5.15,2.01,0,0,0,0,646.7,-0.08,0.0,UNSAFE
MILK_22990,2026-08-07T03:00:00,73,3.26,3.48,2.96,4.2,1.0,0,0,0,0,254.13,0.184,50.85,SAFE
MILK_22991,2026-08-28T07:00:00,83,1.46,1.75,1.6,2.16,0.9,0,0,0,0,145.62,-0.0578,72.89,SAFE
MILK_22992,2026-08-06T11:00:00,18,0.93,0.93,0.27,1.04,2.29,0,0,0,0,16.77,-1.1315,134.79,SAFE
MILK_22993,2026-08-20T19:00:00,71,5.28,4.86,3.45,5.9,2.0,0,0,0,0,344.9,0.3828,39.43,CAUTION
MILK_22994,2026-08-24T01:00:00,14,8.09,7.58,6.44,9.79,0.18,6,5,2,5,106.07,-1.0395,50.85,UNSAFE
MILK_22995,2026-08-12T08:00:00,2,3.13,3.09,2.57,3.5,2.27,0,0,0,0,6.19,-1.0544,104.37,SAFE
MILK_22996,2026-08-24T19:00:00,9,5.04,4.05,2.06,5.23,2.49,0,0,0,0,36.43,-0.9478,67.93,CAUTION
MILK_22997,2026-08-16T04:00:00,26,2.84,3.1,2.36,4.53,1.96,0,0,0,0,80.68,-1.3422,136.81,SAFE
MILK_22998,2026-08-09T07:00:00,143,22.69,21.73,16.93,22.95,2.18,70,10,4,24,3107.34,0.0551,0.0,UNSAFE
MILK_22999,2026-08-09T23:00:00,61,24.32,22.52,19.19,24.58,1.33,41,8,3,30,1373.71,1.1505,0.0,UNSAFE
MILK_23000,2026-08-05T04:00:00,39,5.14,4.4,3.26,5.53,1.32,0,0,0,0,171.58,-0.2534,112.12,CAUTION
MILK_23001,2026-08-05T01:00:00,10,4.1,4.45,3.19,4.73,0.68,0,0,0,0,44.48,-1.1474,94.0,CAUTION
MILK_23002,2026-08-23T15:00:00,61,10.53,7.83,6.74,11.56,1.11,5,1,4,3,477.7,0.4982,15.52,UNSAFE
MILK_23003,2026-08-11T20:00:00,166,3.36,3.6,3.07,4.29,0.95,0,0,0,0,597.61,-0.4207,0.0,UNSAFE
MILK_23004,2026-08-27T04:00:00,99,2.06,1.86,1.31,2.64,1.38,0,0,0,0,183.99,1.1781,48.45,SAFE
MILK_23005,2026-08-25T13:00:00,97,5.21,4.67,3.09,5.61,0.94,0,0,0,0,453.06,1.1299,38.28,CAUTION
MILK_23006,2026-08-05T12:00:00,93,8.0,4.22,1.29,8.24,1.66,53,49,1,16,392.69,-0.8765,53.72,UNSAFE
MILK_23007,2026-08-29T21:00:00,123,6.41,6.44,5.21,8.85,0.17,48,43,4,29,792.47,0.9024,0.0,UNSAFE
MILK_23008,2026-08-10T10:00:00,146,3.31,3.39,2.46,3.91,0.95,0,0,0,0,495.43,-1.388,0.0,UNSAFE
MILK_23009,2026-08-24T18:00:00,156,0.73,0.54,-0.28,1.5,1.77,0,0,0,0,84.51,-0.5351,0.0,UNSAFE
MILK_23010,2026-08-17T23:00:00,67,3.36,3.48,2.94,4.88,1.07,0,0,0,0,233.4,1.1642,11.81,SAFE
MILK_23011,2026-08-07T12:00:00,12,1.14,0.8,0.1,1.74,0.77,0,0,0,0,9.57,-0.3197,120.17,SAFE
MILK_23012,2026-08-20T10:00:00,99,2.15,2.2,1.6,3.56,2.14,0,0,0,0,217.33,-0.7178,0.0,UNSAFE
MILK_23013,2026-08-27T02:00:00,54,2.05,2.25,2.07,2.59,0.21,0,0,0,0,121.76,-1.0567,109.1,SAFE
MILK_23014,2026-08-28T04:00:00,77,1.69,1.58,1.12,2.8,1.72,0,0,0,0,121.69,-0.6007,88.35,SAFE
MILK_23015,2026-08-09T03:00:00,158,3.2,3.22,2.28,4.07,1.76,0,0,0,0,508.27,-0.2396,0.0,UNSAFE
MILK_23016,2026-08-10T06:00:00,163,2.66,2.36,1.87,2.81,0.21,0,0,0,0,383.9,-0.9031,0.0,UNSAFE
MILK_23017,2026-08-28T21:00:00,142,2.77,2.58,2.05,2.82,1.19,0,0,0,0,365.73,0.3839,0.0,UNSAFE
MILK_23018,2026-08-10T12:00:00,120,4.68,4.91,3.07,4.71,1.74,0,0,0,0,589.63,1.0803,0.0,UNSAFE
MILK_23019,2026-08-26T02:00:00,20,0.55,0.66,0.18,1.22,0.43,0,0,0,0,13.15,0.7954,140.06,SAFE
MILK_23020,2026-08-10T08:00:00,14,1.48,1.45,1.32,2.15,1.49,0,0,0,0,20.28,-1.2081,61.53,SAFE
MILK_23021,2026-08-17T00:00:00,78,2.99,3.03,2.56,4.09,1.15,0,0,0,0,236.44,-0.1681,80.12,SAFE
MILK_23022,2026-08-12T20:00:00,132,3.37,2.98,2.8,3.65,2.09,0,0,0,0,393.26,-0.924,30.9,SAFE
MILK_23023,2026-08-14T15:00:00,87,2.43,2.91,2.38,4.3,1.58,0,0,0,0,253.48,-0.1761,24.67,SAFE
MILK_23024,2026-08-30T14:00:00,35,9.87,7.69,5.0,12.49,1.28,25,19,2,10,269.12,0.0706,90.47,UNSAFE
MILK_23025,2026-08-18T15:00:00,84,1.04,1.18,0.38,2.09,1.08,0,0,0,0,99.41,0.1314,30.44,SAFE
MILK_23026,2026-08-18T18:00:00,138,24.76,21.74,18.34,26.62,0.13,2,1,3,1,2999.62,0.4243,0.0,UNSAFE
MILK_23027,2026-08-30T21:00:00,148,2.89,2.54,2.01,3.24,1.71,0,0,0,0,376.34,1.2072,0.0,UNSAFE
MILK_23028,2026-08-21T12:00:00,70,5.88,5.61,4.14,5.98,2.02,0,0,0,0,392.42,-0.8379,8.46,CAUTION
MILK_23029,2026-08-26T05:00:00,69,1.06,0.82,-0.12,1.41,0.61,0,0,0,0,56.77,0.5947,84.34,SAFE
MILK_23030,2026-08-14T08:00:00,75,8.68,5.36,2.62,10.62,2.13,53,25,2,34,402.3,0.98,27.99,UNSAFE
MILK_23031,2026-08-18T03:00:00,38,2.84,2.81,2.57,3.88,0.3,0,0,0,0,106.74,-0.5903,120.77,SAFE
MILK_23032,2026-08-30T17:00:00,3,3.52,3.55,2.73,4.14,1.14,0,0,0,0,10.64,-1.2575,125.65,SAFE
MILK_23033,2026-08-20T12:00:00,80,23.81,23.05,20.3,24.54,0.79,22,15,1,5,1843.85,-0.906,0.0,UNSAFE
MILK_23034,2026-08-04T14:00:00,110,11.31,7.57,5.41,13.82,1.38,47,15,3,39,832.42,-0.6741,0.0,UNSAFE
MILK_23035,2026-08-22T21:00:00,15,5.4,5.58,4.57,6.27,0.14,13,0,4,2,83.63,1.4236,77.69,CAUTION
MILK_23036,2026-08-07T10:00:00,88,8.36,7.92,5.81,9.78,1.41,32,14,3,8,696.84,0.963,0.0,UNSAFE
MILK_23037,2026-08-06T08:00:00,73,1.18,0.93,0.01,2.07,2.11,0,0,0,0,68.03,0.559,64.02,SAFE
MILK_23038,2026-08-24T11:00:00,162,0.86,0.68,-0.28,2.09,0.49,0,0,0,0,109.58,0.0555,0.0,UNSAFE
MILK_23039,2026-08-10T12:00:00,144,4.41,3.99,2.93,5.16,2.43,0,0,0,0,574.34,0.7507,0.0,UNSAFE
MILK_23040,2026-08-28T23:00:00,81,2.67,3.11,2.67,3.39,2.1,0,0,0,0,251.67,-0.7033,20.91,SAFE
MILK_23041,2026-08-03T17:00:00,33,23.51,18.02,13.41,24.76,2.33,1,1,2,1,594.51,-1.245,0.0,UNSAFE
MILK_23042,2026-08-09T18:00:00,159,3.64,3.31,2.78,3.81,0.6,0,0,0,0,525.75,-1.2394,0.0,UNSAFE
MILK_23043,2026-08-03T13:00:00,39,0.93,0.99,0.72,1.36,0.13,0,0,0,0,38.58,-0.457,118.51,SAFE
MILK_23044,2026-08-14T00:00:00,29,11.46,4.97,1.99,13.61,0.99,23,14,3,20,144.11,0.2605,110.1,UNSAFE
MILK_23045,2026-08-05T09:00:00,30,22.79,20.12,15.83,22.87,1.14,3,1,1,1,603.5,-1.1507,0.0,UNSAFE
MILK_23046,2026-08-04T18:00:00,102,3.62,3.36,2.66,4.12,1.64,0,0,0,0,342.48,-1.2183,12.16,SAFE
MILK_23047,2026-08-23T19:00:00,22,1.95,1.74,1.51,2.89,0.59,0,0,0,0,38.38,1.0202,74.86,SAFE
MILK_23048,2026-08-11T01:00:00,105,5.84,5.24,4.13,6.06,1.28,66,0,1,46,550.58,1.1909,0.0,UNSAFE
MILK_23049,2026-08-23T00:00:00,151,2.86,2.99,2.52,4.25,1.18,0,0,0,0,451.78,-1.4059,0.0,UNSAFE
MILK_23050,2026-08-09T02:00:00,79,2.51,2.29,2.09,2.73,0.22,0,0,0,0,181.29,1.0036,2.67,SAFE
MILK_23051,2026-08-07T06:00:00,6,24.06,20.05,16.15,24.98,1.24,3,1,1,2,120.28,0.3504,1.92,UNSAFE
MILK_23052,2026-08-25T09:00:00,59,22.54,21.32,18.25,22.71,1.04,39,25,2,6,1258.07,-0.8012,0.0,UNSAFE
MILK_23053,2026-08-11T04:00:00,2,3.25,2.85,2.5,3.51,0.79,0,0,0,0,5.7,0.3998,101.97,SAFE
MILK_23054,2026-08-27T07:00:00,51,22.47,21.03,17.51,24.44,0.92,26,20,1,24,1072.33,-0.6518,0.0,UNSAFE
MILK_23055,2026-08-11T04:00:00,85,5.35,5.61,3.69,6.13,0.94,20,0,2,9,477.16,1.0219,48.78,CAUTION
MILK_23056,2026-08-24T23:00:00,30,7.63,7.03,4.32,10.43,1.65,21,10,3,9,210.76,-1.0916,39.43,UNSAFE
MILK_23057,2026-08-06T16:00:00,167,10.98,5.66,4.18,11.79,1.59,48,38,2,13,945.63,-0.2785,0.0,UNSAFE
MILK_23058,2026-08-20T16:00:00,54,3.46,3.57,3.07,4.89,1.05,0,0,0,0,192.8,0.3339,71.25,SAFE
MILK_23059,2026-08-01T14:00:00,145,4.74,4.76,3.1,5.07,1.3,0,0,0,0,689.54,-1.0739,0.0,UNSAFE
MILK_23060,2026-08-06T18:00:00,64,9.65,6.9,4.91,10.74,1.53,12,5,3,2,441.67,-1.2343,78.47,UNSAFE
MILK_23061,2026-08-11T13:00:00,160,23.23,18.62,16.11,23.35,0.75,67,41,4,22,2979.01,0.924,0.0,UNSAFE
MILK_23062,2026-08-11T20:00:00,110,6.34,5.92,4.47,8.66,2.03,58,20,2,46,651.73,1.2106,46.63,UNSAFE
MILK_23063,2026-08-27T17:00:00,155,3.67,3.21,2.9,4.17,1.85,0,0,0,0,498.26,-0.1642,0.0,UNSAFE
MILK_23064,2026-08-08T17:00:00,28,3.75,4.05,3.36,4.21,2.41,0,0,0,0,113.4,-0.8038,139.04,SAFE
MILK_23065,2026-08-18T09:00:00,84,2.45,2.08,1.17,2.68,0.44,0,0,0,0,175.02,1.225,12.03,SAFE
MILK_23066,2026-08-12T02:00:00,144,3.65,3.94,3.25,4.66,0.97,0,0,0,0,566.89,-0.955,0.0,UNSAFE
MILK_23067,2026-08-22T23:00:00,33,2.52,2.94,2.21,3.15,1.74,0,0,0,0,96.97,0.2324,53.97,SAFE
MILK_23068,2026-08-30T07:00:00,49,0.76,1.18,0.76,2.31,0.69,0,0,0,0,57.73,-1.1859,50.81,SAFE
MILK_23069,2026-08-04T09:00:00,148,2.0,2.39,1.57,3.3,1.93,0,0,0,0,353.31,0.4733,0.0,UNSAFE
MILK_23070,2026-08-12T23:00:00,16,5.98,5.51,3.71,6.82,0.45,5,0,2,2,88.24,-0.2871,82.37,CAUTION
MILK_23071,2026-08-27T01:00:00,83,5.02,5.45,4.07,5.61,1.87,0,0,0,0,452.73,-1.3359,49.59,CAUTION
MILK_23072,2026-08-05T19:00:00,1,4.96,4.7,2.83,5.44,2.21,0,0,0,0,4.7,0.2484,109.18,CAUTION
MILK_23073,2026-08-15T07:00:00,26,3.61,3.93,3.58,4.15,1.9,0,0,0,0,102.29,0.1368,118.14,SAFE
MILK_23074,2026-08-28T05:00:00,32,1.45,1.78,1.64,2.24,0.71,0,0,0,0,56.81,1.3562,130.34,SAFE
MILK_23075,2026-08-15T10:00:00,63,1.03,0.56,-0.07,1.75,1.53,0,0,0,0,35.48,-0.6385,36.01,SAFE
MILK_23076,2026-08-23T19:00:00,45,2.03,2.29,1.57,2.79,1.31,0,0,0,0,103.15,1.3356,70.87,SAFE
MILK_23077,2026-08-11T06:00:00,89,5.57,4.8,2.9,5.82,1.97,0,0,0,0,427.35,0.1414,0.0,UNSAFE
MILK_23078,2026-08-10T06:00:00,115,11.31,7.41,6.34,11.75,1.46,14,9,3,4,852.05,-0.3116,32.69,UNSAFE
MILK_23079,2026-08-13T10:00:00,40,2.13,1.88,1.02,2.42,1.89,0,0,0,0,75.3,-0.8231,49.68,SAFE
MILK_23080,2026-08-07T12:00:00,30,3.48,3.51,3.29,4.02,2.35,0,0,0,0,105.31,0.1987,87.94,SAFE
MILK_23081,2026-08-16T03:00:00,14,8.61,4.34,2.81,11.33,1.94,11,10,3,5,60.7,0.4513,92.01,UNSAFE
MILK_23082,2026-08-16T23:00:00,158,5.01,4.12,2.88,5.96,2.17,0,0,0,0,650.41,-0.5948,0.0,UNSAFE
MILK_23083,2026-08-10T13:00:00,50,3.64,3.88,3.7,4.76,1.92,0,0,0,0,193.89,-0.9399,79.94,SAFE
MILK_23084,2026-08-22T02:00:00,161,3.71,3.21,2.54,4.39,0.42,0,0,0,0,517.5,1.3704,0.0,UNSAFE
MILK_23085,2026-08-30T20:00:00,119,4.38,3.4,2.39,4.59,2.38,0,0,0,0,404.93,0.2323,0.28,CAUTION
MILK_23086,2026-08-23T22:00:00,91,0.67,0.98,0.08,2.24,0.32,0,0,0,0,89.04,-0.1735,3.63,SAFE
MILK_23087,2026-08-12T03:00:00,16,3.08,3.54,2.58,3.88,0.41,0,0,0,0,56.62,1.4662,91.08,SAFE
MILK_23088,2026-08-18T23:00:00,98,5.16,4.17,2.57,5.39,2.43,0,0,0,0,408.25,-1.4212,41.4,CAUTION
MILK_23089,2026-08-29T03:00:00,108,3.34,3.6,2.97,3.88,1.97,0,0,0,0,389.32,1.4264,27.26,SAFE
MILK_23090,2026-08-26T05:00:00,64,8.37,5.2,4.17,9.87,1.46,62,55,1,10,332.64,0.3411,67.56,UNSAFE
MILK_23091,2026-08-10T10:00:00,36,1.42,1.64,1.5,2.23,1.99,0,0,0,0,59.12,-0.5237,43.93,SAFE
MILK_23092,2026-08-28T19:00:00,35,5.16,4.68,2.79,5.74,0.43,0,0,0,0,163.78,0.0355,70.17,CAUTION
MILK_23093,2026-08-22T09:00:00,32,2.54,2.12,1.83,2.93,1.62,0,0,0,0,67.69,-0.3459,84.88,SAFE
MILK_23094,2026-08-08T05:00:00,80,24.38,18.37,14.15,25.93,1.18,45,9,1,35,1469.72,-0.8303,0.0,UNSAFE
MILK_23095,2026-08-07T18:00:00,25,2.17,1.77,1.48,2.34,1.82,0,0,0,0,44.13,1.0328,78.85,SAFE
MILK_23096,2026-08-20T06:00:00,59,2.38,2.47,1.89,3.1,0.81,0,0,0,0,145.66,-0.232,32.92,SAFE
MILK_23097,2026-08-01T07:00:00,115,2.65,2.26,1.32,2.61,1.72,0,0,0,0,259.9,-0.8496,27.27,SAFE
MILK_23098,2026-08-09T01:00:00,121,2.85,2.43,2.25,2.61,1.72,0,0,0,0,294.57,1.229,0.0,UNSAFE
MILK_23099,2026-08-20T18:00:00,148,3.56,3.89,2.98,4.17,1.98,0,0,0,0,575.16,1.295,0.0,UNSAFE
MILK_23100,2026-08-07T10:00:00,21,24.59,18.11,14.49,24.89,1.54,12,9,4,11,380.24,-1.2245,0.0,UNSAFE
MILK_23101,2026-08-27T06:00:00,149,5.42,5.32,4.04,5.46,2.46,0,0,0,0,792.95,0.291,2.85,CAUTION
MILK_23102,2026-08-14T13:00:00,30,5.66,6.04,4.34,5.86,0.69,0,0,0,0,181.05,-0.1833,108.81,CAUTION
MILK_23103,2026-08-02T03:00:00,146,2.27,2.22,1.27,3.44,1.72,0,0,0,0,323.63,0.3795,0.0,UNSAFE
MILK_23104,2026-08-25T09:00:00,141,1.55,1.29,0.57,2.27,0.57,0,0,0,0,182.47,0.0881,0.0,UNSAFE
MILK_23105,2026-08-30T16:00:00,23,10.51,4.76,2.9,12.44,1.89,7,4,4,2,109.52,0.1086,67.72,UNSAFE
MILK_23106,2026-08-15T16:00:00,112,3.4,3.29,2.67,4.37,1.61,0,0,0,0,368.03,0.5559,6.68,SAFE
MILK_23107,2026-08-22T11:00:00,115,2.67,2.75,2.07,3.99,1.59,0,0,0,0,316.73,-0.9422,19.12,SAFE
MILK_23108,2026-08-08T17:00:00,29,7.08,5.59,3.61,9.72,1.11,14,7,2,3,162.09,1.4205,94.4,UNSAFE
MILK_23109,2026-08-26T19:00:00,36,2.41,2.72,2.34,3.23,1.54,0,0,0,0,97.82,0.0695,58.4,SAFE
MILK_23110,2026-08-15T08:00:00,97,2.62,2.84,2.45,3.21,1.38,0,0,0,0,275.65,0.6598,0.0,UNSAFE
MILK_23111,2026-08-05T06:00:00,91,5.85,5.64,4.94,6.24,1.61,13,0,2,7,513.24,0.1156,58.08,CAUTION
MILK_23112,2026-08-01T11:00:00,97,3.61,3.54,2.77,4.92,0.24,0,0,0,0,343.78,-0.47,30.23,SAFE
MILK_23113,2026-08-24T18:00:00,85,1.71,1.61,0.72,2.48,2.32,0,0,0,0,136.69,-0.6594,56.77,SAFE
MILK_23114,2026-08-13T21:00:00,158,7.52,6.5,3.94,9.86,2.34,12,11,1,4,1026.86,1.0037,0.0,UNSAFE
MILK_23115,2026-08-15T03:00:00,36,2.8,3.19,2.28,3.44,0.48,0,0,0,0,114.97,-0.9827,75.84,SAFE
MILK_23116,2026-08-09T01:00:00,105,2.78,2.34,1.98,3.13,1.58,0,0,0,0,245.37,-0.584,0.0,UNSAFE
MILK_23117,2026-08-29T07:00:00,155,5.74,5.42,4.04,6.03,2.07,62,0,1,13,840.3,0.1087,0.0,UNSAFE
MILK_23118,2026-08-27T11:00:00,32,2.97,2.59,1.88,3.67,0.62,0,0,0,0,83.01,-0.1163,79.04,SAFE
MILK_23119,2026-08-01T17:00:00,3,1.41,0.95,0.51,2.28,2.24,0,0,0,0,2.85,1.0501,73.11,SAFE
MILK_23120,2026-08-23T09:00:00,71,11.4,4.42,3.19,13.63,1.48,13,7,2,8,313.79,-0.1153,1.38,UNSAFE
MILK_23121,2026-08-04T09:00:00,24,2.72,2.57,2.18,2.79,2.26,0,0,0,0,61.76,-0.5381,88.89,SAFE
MILK_23122,2026-08-26T12:00:00,79,3.67,3.9,2.96,4.8,0.57,0,0,0,0,308.02,-0.7014,0.0,UNSAFE
MILK_23123,2026-08-07T07:00:00,47,1.96,1.52,1.09,2.52,0.23,0,0,0,0,71.23,-0.8679,40.55,SAFE
MILK_23124,2026-08-02T04:00:00,96,5.03,5.41,3.88,5.81,1.12,0,0,0,0,518.91,1.1165,32.26,CAUTION
MILK_23125,2026-08-17T19:00:00,150,4.58,4.68,2.86,4.69,0.32,0,0,0,0,702.72,0.6845,0.0,UNSAFE
MILK_23126,2026-08-16T13:00:00,154,2.71,2.31,2.05,3.67,2.4,0,0,0,0,355.03,-0.5416,0.0,UNSAFE
MILK_23127,2026-08-13T11:00:00,39,5.97,5.51,4.66,5.99,0.68,0,0,0,0,214.8,1.1424,88.62,CAUTION
MILK_23128,2026-08-02T02:00:00,84,2.3,2.09,1.68,2.65,1.71,0,0,0,0,175.31,0.7908,36.95,SAFE
MILK_23129,2026-08-15T06:00:00,36,1.53,1.79,1.55,3.02,1.04,0,0,0,0,64.27,-0.3195,130.56,SAFE
MILK_23130,2026-08-27T17:00:00,146,9.57,5.01,3.11,10.82,0.51,2,1,2,1,730.88,1.4206,0.0,UNSAFE
MILK_23131,2026-08-04T13:00:00,113,3.72,3.88,3.13,4.27,0.35,0,0,0,0,438.48,-0.894,12.16,SAFE
MILK_23132,2026-08-01T13:00:00,21,24.21,20.77,16.35,25.03,0.38,14,11,2,8,436.22,-1.3324,0.0,UNSAFE
MILK_23133,2026-08-28T11:00:00,74,9.39,5.42,4.12,11.77,1.52,48,25,2,5,400.94,-0.858,81.37,UNSAFE
MILK_23134,2026-08-16T18:00:00,81,2.88,2.92,2.3,4.11,0.56,0,0,0,0,236.82,-1.2503,30.05,SAFE
MILK_23135,2026-08-01T00:00:00,154,5.23,4.89,4.38,6.04,0.14,18,0,4,6,752.61,-0.817,0.0,UNSAFE
MILK_23136,2026-08-05T22:00:00,141,2.77,2.45,2.08,3.44,1.69,0,0,0,0,345.36,-0.1527,0.0,UNSAFE
MILK_23137,2026-08-17T19:00:00,116,2.07,2.27,1.72,2.76,0.34,0,0,0,0,263.35,-1.4725,0.0,UNSAFE
MILK_23138,2026-08-08T19:00:00,39,10.38,4.23,2.48,13.3,2.42,21,10,4,13,164.84,0.3614,37.06,UNSAFE
MILK_23139,2026-08-06T05:00:00,135,7.63,5.12,2.54,9.56,2.06,37,2,2,12,690.76,1.116,7.37,UNSAFE
MILK_23140,2026-08-01T18:00:00,8,4.63,4.84,2.87,4.7,0.96,0,0,0,0,38.69,1.332,105.56,CAUTION
MILK_23141,2026-08-08T20:00:00,38,24.01,20.84,16.74,24.04,1.55,36,23,4,8,791.96,1.3394,0.0,UNSAFE
MILK_23142,2026-08-25T12:00:00,130,1.74,1.25,1.05,1.86,0.39,0,0,0,0,162.96,-0.23,0.0,UNSAFE
MILK_23143,2026-08-22T12:00:00,15,3.72,3.37,2.58,4.69,1.56,0,0,0,0,50.6,-0.5447,101.24,SAFE
MILK_23144,2026-08-10T05:00:00,81,0.71,0.85,0.27,2.18,1.53,0,0,0,0,68.59,1.3982,10.86,SAFE
MILK_23145,2026-08-15T23:00:00,2,2.91,3.29,2.45,3.56,2.12,0,0,0,0,6.58,-1.3017,139.35,SAFE
MILK_23146,2026-08-11T04:00:00,90,2.43,2.75,1.85,2.93,1.58,0,0,0,0,247.47,-0.4912,0.0,UNSAFE
MILK_23147,2026-08-17T13:00:00,40,23.91,20.37,17.57,25.3,1.15,31,24,4,21,814.98,1.0549,0.0,UNSAFE
MILK_23148,2026-08-03T16:00:00,76,2.34,2.11,1.29,3.45,1.61,0,0,0,0,160.67,0.818,26.12,SAFE
MILK_23149,2026-08-25T15:00:00,166,11.93,6.86,5.8,14.65,1.29,47,29,2,6,1138.61,-0.5428,0.0,UNSAFE
MILK_23150,2026-08-19T18:00:00,8,1.46,1.34,0.38,2.37,1.91,0,0,0,0,10.73,1.4134,136.84,SAFE
MILK_23151,2026-08-23T23:00:00,80,3.42,3.41,2.93,4.68,0.38,0,0,0,0,272.61,1.2321,35.61,SAFE
MILK_23152,2026-08-12T13:00:00,123,8.39,4.37,2.74,10.83,1.91,53,35,1,14,537.68,-1.1278,21.11,UNSAFE
MILK_23153,2026-08-17T06:00:00,138,5.25,5.47,4.37,5.69,2.15,0,0,0,0,754.7,0.1932,0.0,UNSAFE
MILK_23154,2026-08-05T19:00:00,125,5.29,4.91,3.09,5.49,0.41,0,0,0,0,613.87,0.5651,0.0,UNSAFE
MILK_23155,2026-08-27T06:00:00,139,22.37,19.54,15.64,23.57,1.24,5,1,1,1,2716.29,-0.2008,0.0,UNSAFE
MILK_23156,2026-08-10T15:00:00,3,3.5,3.94,3.27,4.44,0.82,0,0,0,0,11.83,0.886,152.97,SAFE
MILK_23157,2026-08-18T08:00:00,95,1.93,2.15,1.63,2.75,0.32,0,0,0,0,204.04,-0.6346,41.38,SAFE
MILK_23158,2026-08-05T21:00:00,53,10.22,7.95,5.67,10.65,2.3,50,33,2,2,421.3,-0.1967,37.2,UNSAFE
MILK_23159,2026-08-03T06:00:00,79,4.33,3.95,3.1,4.55,1.83,0,0,0,0,311.67,-1.0792,28.15,CAUTION
MILK_23160,2026-08-21T20:00:00,13,3.02,2.74,1.88,4.13,0.13,0,0,0,0,35.58,-0.4395,81.95,SAFE
MILK_23161,2026-08-27T02:00:00,95,10.81,5.27,4.21,10.95,1.77,64,55,1,63,500.67,-0.4571,59.12,UNSAFE
MILK_23162,2026-08-26T01:00:00,129,1.02,0.52,-0.29,0.7,0.82,0,0,0,0,67.37,-1.0431,0.0,UNSAFE
MILK_23163,2026-08-09T00:00:00,10,0.62,1.1,0.94,2.52,0.6,0,0,0,0,11.04,1.186,145.02,SAFE
MILK_23164,2026-08-26T00:00:00,124,3.73,3.28,2.57,4.08,0.29,0,0,0,0,407.05,0.7178,41.74,SAFE
MILK_23165,2026-08-01T01:00:00,57,2.03,1.89,1.73,2.87,0.92,0,0,0,0,107.68,-1.1368,45.34,SAFE
MILK_23166,2026-08-12T02:00:00,12,4.34,4.15,2.7,5.14,1.44,0,0,0,0,49.84,0.739,135.15,CAUTION
MILK_23167,2026-08-06T03:00:00,108,0.92,0.57,0.02,2.06,0.65,0,0,0,0,61.75,-1.2949,6.69,SAFE
MILK_23168,2026-08-30T13:00:00,50,3.27,2.82,1.82,3.33,0.94,0,0,0,0,140.81,-0.6529,75.35,SAFE
MILK_23169,2026-08-20T14:00:00,41,9.11,6.82,5.6,11.2,1.25,1,1,2,1,279.69,-0.7105,30.66,UNSAFE
MILK_23170,2026-08-01T09:00:00,11,3.7,3.25,2.87,4.57,1.91,0,0,0,0,35.77,-0.7147,132.28,SAFE
MILK_23171,2026-08-18T20:00:00,120,2.97,2.52,2.23,3.72,1.6,0,0,0,0,302.65,0.6317,0.0,UNSAFE
MILK_23172,2026-08-26T13:00:00,55,1.53,1.16,0.68,1.95,2.34,0,0,0,0,64.05,0.3111,62.09,SAFE
MILK_23173,2026-08-20T16:00:00,58,4.16,3.26,2.72,4.86,1.86,0,0,0,0,188.82,0.9544,77.74,CAUTION
MILK_23174,2026-08-08T03:00:00,84,22.01,18.13,14.96,23.42,1.74,4,2,3,2,1522.86,0.166,0.0,UNSAFE
MILK_23175,2026-08-01T02:00:00,166,9.6,6.77,4.41,11.6,2.27,9,3,3,3,1124.49,1.201,0.0,UNSAFE
MILK_23176,2026-08-01T10:00:00,92,7.34,5.66,2.78,7.96,0.75,29,0,4,14,521.02,-0.0851,60.23,UNSAFE
MILK_23177,2026-08-15T04:00:00,50,1.83,1.91,1.43,3.25,0.49,0,0,0,0,95.48,-0.5384,72.58,SAFE
MILK_23178,2026-08-23T18:00:00,40,2.61,2.32,2.12,2.69,0.99,0,0,0,0,92.83,-1.4818,94.08,SAFE
MILK_23179,2026-08-03T22:00:00,149,4.91,4.23,3.66,5.54,0.77,0,0,0,0,630.79,0.127,0.0,UNSAFE
MILK_23180,2026-08-29T10:00:00,72,10.14,7.6,6.11,11.53,0.76,34,1,4,18,547.2,0.7096,57.45,UNSAFE
